ನಾಲಗ್ ವರ್ಷಾದ ಮೇಲೆ ರೋಣಾ ಗೋವರ್ಮೆಂಟಿಗೆ ನಿವು ಸಾಲಾ ಕೊಡವ ರೇತಿ ಬಳದಿರತಿರಾ ನಿಮಗು ಸಬ್ಸಿಡಿ ಬರೆ ಕೊಡವೇಕ ಗೋವರ್ಮೆಂಟಿಗೆ. ಕವರ್ಷ್ಟೂರಿಗಿ ಸ್ವಾಗತಾ ನಾನು ವಿಜೆಲಕ್ಷಮಿಶಿ ಬರೋರು ಕಾಡುಗಳ್ಳ ವಿರಪ್ಪನ್ ಸತ್ತಾಗ ನಾವೆಲ್ಲಾ ನಿತ್ತಿಸರು ಬಿಟ್ವಿ ನಾಡಿನ ಗಂದದ ಗಿಡಗಳೆಲ್ಲಾ ಉಳುದುವಿ ನಾವು ನೆಮ್ಮದಿಯಂದ ಇದ್ದುವಿ ಆದರೆ ನಾಮ್ಮ ನೆಮ್ಮದಿಯನ್ನ ಕೆಳಿಸ ನಮ್ಮಲ್ಲಿ ಒಂದು ವಿಚಿತ್ರವಾದ ಮನವಿ ಮಾಡ್ಕೊಂಡುರು. ಅದೇನಂದ್ರೆ ಬೆಂಗಳೂರು ವಿಶ್ವವಿಧ್ಯಾನಿಲೆ ಆವರಣದಲ್ಲಿ ಕೋಟಿ ರುಪಾಯ್ ಶ್ರಿಗಂಧ ಲೂಟಿಯಾಗ್ತಿದೆ ನಮ್ಮ ಗ್ರಹಿಲಾಗಿಯ ಕಣ್ತಿರಿಸಿ ಅನ್ತ ಬೇಡಿಕೊಂಡುರು ಅವರ ಮನವಿಗೆ ಸ್ಪಂದಿಸಿದ ಕವರ್ ಸ್ಟೋರಿ ತಂಡ ಜಾನದೇಗುಳ ಜಾನಭಾರತಿ ಅತ್ತ ಪ್ರಯಾನ ಬಿಳಸಿಯೆ ಬಿಟಿತು ಮುಂಜಾವಿನ ಚುಮುಚ್ಚುಮು ಚಲಿಗೆ ವಿಸಿರಕ್ತದ ಪರಿಸರ ಪ್ರೇಮಿಗಳು ನಮ್ಮನ್ನ ಸ್ವಾಗತಿಸಿದ್ರು. ಪಹಳ ಉತ್ಸಾಧಿಂದ ಇದ್ದ ಅವರು ನಮ್ಮನು ವಿಶ್ವವಿಧ್ಯಾನಿಲೆಯದ ಕೆಂಪಸ್ ಸುತ್ತಾಡಿಸಿದ್ರು ಇಲ್ಲಿನ ಕಾಡು ಯಾವರಿತಿ ಕಸದ ತೊಟ್ಟಿಯಾಗ್ತಿದೆ ಪ್ಲಾಸ್ಟಿಕ್ ಬಳಕಿನಿ ಶೇಧಿಸಲಾಗಿದ್ರು ಮೈವಾಗಿದೆ. ಕಟ್ಟಡಗಳ ತ್ಯಾಜ್ಯವನ್ನ ಇಲ್ಲಿ ನಿರಾಸೆ ನಾನ ಬಹಾರತ್ಯಾ ಗಂಧದ ಗುಡಿಯಲ್ಲಗೆ
ಟೈಮ್. ಹರ್ಗಡೆ ಜಗತ್ತು ಯಾತರಾದು ನಿಬಾಸ್ತಿದ್ದೆ. ಮನೆಲ್ಲಿ ಮನೆಲ್ಲಿನು ಚುಚ್ಚು ಮಾತ್ತುಗಳು. ಬದಕ್ತಿದ್ದ ಮಾಡಲಿಕೆ ಆಗಲಾರದಗಿ ಕೈವಲಕ್ಕು ತಟ್ಟಿತಂದರು ಚುಚ್ಚಿ ಮಾತ್ತಾಡಲಿಕ್ಕು ಪ್ರರಂಬ ಮಾಡಬಿಟ್ಟು. ಟೈಮುಳಗು ಡಿಪ್ರೇಶನ್ನುಲ ಗೋಗಿದ್ದೆ. ವಲ್ಲ ಅಕ್ಕಂದ ಇದ್ದುಂಗಿಂದು ತಿರಿವಲ್ಲ ಗೆಟ್ಟುಕೊಂಡೆಯಲ್ಲ. ನಾವೆಲ್ಲ ಮಾರ್ಗದೂರು ಸಣ್ಣ ಹಿಡುವಳಿದಾರಾಗಿದಿವಿ. ಏಕ್ ನಾಮನ್ ಅವರ್ಗಾರೋದಿದಿದ್ದು ಕೋವರಿತುದಿದಿದಿದೆಯನ್ನು ವಿಸ್ತು ಕೆಯಾಗಿದಾಗೆಯನ್ನು ಅದಿಗ್ಗೆ ಕರೊಣಾ ಒದುದ ಪ್ರೂವುದೆಯನ್ನು. ವೈಯು ಪ್ರಯತ್ನಕ್ಕೆ ಹಾಗ್ದಾಗೆ ಮೊದ್ದು ತೆಲಿಗ್ ಬಂದಿದ್ದು ಶ್ರಿಗಂದಾಯೆ ತಾವರ್ಮನಿ ದಾರ್ವಡಲ್ಲೆ ಮನಿ ಮೊಂದು ಶ್ರಿಗಂದಾಯಿದೆ ಸಾಧನ್ ಕಿರಿಯರೆ ಕಿರಿ ಒಳಗೆ ಮಾಡಬಾರ್ದು ಅದರ್ಭಗಿ ಮಾಡಲಿಗ್ ಇದಬ್ಲಿಯೋಸ್ಟಿ ಇಂಡಿಯನ್ ಒಳ್ ಸಾಯಂಸ್ ಟೆಕ್ನೋಲಜಿಯಲ್ಲಿ ಟ್ರೆನಿಂಗಳನ್ನು ತಗಳ್ಳೆ ಬಾಂದು ಮಾಡದುಕ್ಕೆ ನಗಳಿಕ್ ಮಾಡಬಿಟ್ಟು ಹಾದಾಯ ಬರ್ತಿರ್ವೇಕ್ಕು ನಿಟ್ಟಲ್ಲಿ ಹತ್ತುಗುಣ್ಟೆಯಲ್ಲಿ ಮಾಡಿದಂತ ಬಿಳೆಗಳ ಇರುಡೆಸಾವರ್ದ ಆಯುದ್ದು ಆರ್ನುರು ಆರ್ನು ಪ್ರತಿಯನ್ನು ರುತ್ತುವಿನಿಂದ ಆಧಾಯ ಬರ್ತಿರುವೇಕು. 45-50 ಮನ್ಯೂಲಗ್ ದುಡಿಲಿಕ್ ಆಗುವುದಿಲ್ಲಾ. ರುಮುಲ ಕುಂಟ್ಕುಂಡು ವನ್ಲಕ್ಷು ಪಗಾರ್ತಗುಳು ಅನೇಬರ ರೈತನ್ನು ದಿರುವದಿಲ್ಲಾ. ಬಿಸ್ಲಲ್ಲಿ ಸುಡುಬೇಕ ಮಳಿಯುಲಗ್ ನಿನಿಬೇಕ ಆಕ್

ಮಾತಾಡ್ಲಿಕ ತಿನನ್ನು ನೊಡಿಲ್ಲಂತ ತಿಲ್ಕೊ ಬೇಡ್ರೆ. ಸಾವರ್ಸಲಾ ಬಿದಿದಿನು, ವನ್ಸಲಾ ಎದ್ದಿದಿನು. ಎಳುತ್ಕಿಂತೆ ಇಜ್ಞವಿಶ್ವಾಸ ಬಿಳುದರು ಮೇಲ್ಲಿದ ಕೆರುವಾದುರೆ ಕೇರ್ಧೆ ಪುತ್ತನುಗೆ. ಅವರನ್ನು ಸೆಸ್ ಮಾಡಿ, ಶುರುವಾಡಿ, ಗೆತ್ದು, ಬರಿಗೆ ಮನೆಗಲ್ಲ ಒರಿಗಲ್ಲ ಕರ್ಣಾಟಕಕ್ಕೆ ಹೆಮ್ಮೆ ಆಗಿದಿದೆ. ಅಮೇಜಿಂಗೆ, ತಾಗಾರಿಯಾಗಿಂಗೆ. ಮಿಶ್ರಬೇಸಾಯ ಪದ್ಧತಿಯಲ್ಲಿ ಮಾಡುದರಲ್ಲಿ ಇರೈತಾ, ಇತ್ತಿದಕೈ ಪ್ರತಿತಿಂಗಳು ನಲ್ವತ್ತರಿಂದ ಸಾವರರುಪಾಯ್ ಗೆರನ್ಟಿ. ಇತ್ತಬೆಳಸಿರುವ ಬಿರಗಾಗಿದ್ದಾರೆ ಇಲಾಖ್ಯಾ ಎರಡೆ ವರ್ಷಗಳಲ್ಲಿ ಹತ್ತಾರುವಡಿ ಇವರೆ ಬಿದರ್ತಾಲುಕಿನ ಚಿಟ್ಟಾಗರಮದ ಪ್ರಗತಿಪರ ಜಾಫರ್ ಮಿಯ ಬರಡು ಬಳಿಯುತ್ತಿರುವ ಇರೈತ ಜಿಲ್ಲೆಗೆ ಮಾತ ಬಿದರ್ ನಿನಪಿಗೆ ಬರೋದು ಪ್ರತಿವರ್ಷ ಅತಿವರುಷ್ಟಿ ಅನಾವರುಷ್ಟಿಯಂದಾಗಿ ಅನುಭವಿಸೋದು ಜಿಲ್ಲೆಯಲ್ಲಿ ಮಾಮೂಲಿ ಮಾಡುದರ ಮುಲಕ ಎಶಸ್ಪಿಯಾಗಿದ್ದಾನೆ ಬೇಸಾಯದ ತಿಂಗಳಿಗೆ ಹತ್ತಾರು ಸಾಗರ ಪಡಿಯುತ್ತಿರುವ ವದಿದ್ದು ಹತ್ತನಿಯ ತರಗತ್ಯಾದ್ರು ಗುಷಿಯಲ್ಲಿ ಅಗಾದ ಸಾಧನಿಯನ್ನ ಸಿರಗಂದ commercials ಮಾಡರಯನ್ನು ನಿಯ ಪೂಖ್ತವೇಗೆ ಬಾನ್ದೆ ಮನಿಗಳ ನೇಲೇ ನಂತರೇ ಉದ---------------- ಾಕ ಕಸ್ಸುಂದ ಲಿವಚ್ಸಳ ಅರೇ ಕೋಪಡು ಕೊತ್ರೆ ಮಾನಗಳಾಬಿನು ನೋಡರೆ ಹಟ್ಟಿಗಳದರ ನಮಗ ಯಾಡ್ಡು ಬಡಿ

ಆವರ್ದು ಇವರ್ದು ಡಿಪಾಟ್ಮಟಿಗಿ ಹೊಳ್ಳದಾಗೆ ಬದಗಳಾ ಮಂದಿಯಲ್ಲ ಟಮಾಟಿ ಬಿಳಿ ಆವರ್ದೆ ಕೊಳ್ಳಾತರ ವಳಾಗು ಮಿಸ್ರಿ ಬೇಸಾಯಿ ದನ್ಕ ಮೇವು ಹಾಕಿ ಮಾತ್ ಹಿಚ್ಚಿಕಾಕ್ಟದ ಮರಾಡಂ ಕೈಕೊಟ್ಟಾಗ ಕೈಹಿಡಿವತಿದೆ ಹಲದ ಬದುವಿನಲ್ಲಿ ಶಿಗಹಂದ ಗಿಡಗಳನ್ನ ರೋದಗಿಸಲು ಲಕ್ಷಲೇಟರ್ ಸಾಮರ್ಕಿಯದ ಶೇಕರಣತ್ತೊಟ್ಟೆ ನಿರ್ಮಿಸಿದ್ದಾರೆ ಹನಿನಿರಾವರಿಯಲ್ಲಿ ಏಸ್ರೆಯಲ್ ತಂತ್ರಜ್ಞಾನ ಅಳವಡಿಸಿಕೊಳುವ ಇಂಗಿತ ಹೊಂದಿದ್ದಾರೆ. ಟ್ರಾಕ್ಟರ್, ಪವರ್ ಟಿಲ್ಲರ್, ಮುಂತಾದ ಉಪಕರಣಗಳು ಅಂತ್ರೋಪಕರಣಗಳನ್ನ ಸಂಗ್ರೇಸಿಟ್ಟಿಕೊಂಡು ಸಮರ್ಪಕವಾಗಿ ಉಪಯೋಗಿಸುತ್ತಿದ್ದಾರೆ. ಬೆಳದಿರುವ ಬೆಳಗಳನ್ನ ರಕ್ಷಿಸಲು ಕೋಳ್ಡ ಸ್ಟೋರೇಜ್ ರೈತನಬಗ್ಗೆ ಇಲಿನ ಇಲಾಖಿಯ ಮೆಚ್ಚುಗೆ ವೆಕ್ತಪಡಿಸಿದ್ದಾರೆ. ಸಚಿಗಳನ್ನು ವತಿಯಿಂದ ನೀಡ್ಳಾಗಿತ್ತು. ಕೂಲಿ ಆಳುಗಳ ಕುಟುಂಬದ ಸದಸ್ಯರಾ ಕೆಲಸ ಮಾಡುದರಿಂದ ಕೆಲಸವಾಗುತ್ತಿದೆ. ಯಾವದಾದರೆನು ಶದ್ದೆಯಿಂದ ಮಾಡಿದ್ರೆ ಬರಿಗಿ ಮಾದರಿ ಆಗುದರಲ್ಲಿ ಮಾನವಿಲ್ಲ ಎಂಬುದನ್ನ ತೊರಿಸಿದ್ದಾನೆ ಜಾಫರ್ಮಿಯಾ.. ಇನ್ನರಿಗಾರಿ ಬಲ್ಲಿದಿಗೆಲ್ಲಿ ಇಂಕಮ್ಮಾಗಿಂದರೆ ವಿಷಿಸ್ತರ ದಿಂದು. ಬಾಡ್ ಫೇಲಾಗಿತ್ತೆ ಯಾಕ್ಕೆ ಅಂದಾಗಿತ್ತೆ ಎಕ್ಕಾಳಿಸಲ್ಲಿ ಪುರತ್ತಿಂದಾವು ಮಾಡವೇದ್ದರವುಕೆ ಸಂಪೋಡಿಮಾಂ ಮಾಯಿತ್ತಿಂದನ್ನು ಪುರತ್ತಿಂದಿ ವಾಸ್ತಿ iceicolac rival ಪಾನ್ಪઅರಾಗಿ ಬಂದುವಿ ಬಹಾಗಾರ ಬಗಾಳುಕ್ಕ.. ಎವುದು ಹಚ್ಚೊತ್ತಿಗೆ ಹನ್ನ

ಬೋತ್ achi ರೊಂಡು ರಾಹುಧು ಬಇವಚಾವರ ತಿಸಿಸಿ ಸಿನ್ಯಕೆ portion ofುತ್ಮೆಟೆಿಗೆ ಬಲಸ್ತಾಯರೆಯಿದಾ ಅವರುವಾ ಹವಾಶಿಕ್ಕರದೆಯಿದೆ. ವರ್ಷದಾಯಬದುವದ ಮಾರಸ್ತದಿಲ್ಲಗೆ ನಾವಸ್ರೆಯಗುಳ ಪೇಡಸಾಲಿದ ಸುಮಾರುಸ್ಪೆಡ್ಟಾಲ್ಟಾಯೆ, ನಾರ್ಟ್-ರಿವಿಷಿರಿಯಿಯಾ ಏಳ್ಟರದಮುದರು. ಬರ್ಟದಪ್ಸಲ ಬೊತ್ತಿದೆ. ಎಕ್ಕನಾಮಿಕ್ಸ್ ಎಕ್ಕದೆ? ಇಲ್ಲಿಗು ವಾತ್ ಪೊಷ್ಚಿಯನ್ನೆ ಎಕ್ಕನಮಿಸ್ತಭಗಿ ಏಲಿಕ್ಕಮನ್ನೆ ತಿಲಿಸ್ವೇಗ್ಗು ಅನ್ನದು ಪೊಂದಾಗಾ ಪೆಡಿಯದು ಬದ್ದಲು ಇನ್ನೆನಾದೆ ಬಳದರೆ ಸ್ವಿಗಂದಿಗಿಂದ ಸ್ವಿಗಂದತ್ತಾ ಕಮ್ಪೆರ್ಯಿಂದು ಬೇಕ್ಕೊಂದರ ಚಾಲೆಂಜಿಂದ ಬೇಳಿವಾಗಾ ಇನ್ನೆನಾದನ ಇತ್ಕಿದ್ದ ಚನಾಗಿದ್ದು ಚನಾಗಿವರ್ತಕ್ಕಂದ ಸಿಗತ್ತಿಯಂದಗಾ ಇದರಿದ ಬೇಳೆ ವಿದ್ದಮಕ್ಕು ವರುದನ್ನು ಬುಡುಗಾರಭಗ ಜೇಲ್ಲು ಇದಿವಾ. ಅದಿವಿದ ವನ್ನೆ ಬಿಳಿಯಲ್ಲಾ. ಜಿತಿಕ್ಕೆ ಕ್ರಾಪ್ಣನು ವಿಳಸ್ಲೇವೇಕೊ ಅರ್ಟರೆಟ್ ಹೋಸ್ಟರನ್ನಾ ಕರಿತಿ. ಸ್ಟೇಜರಲ್ಲಿ ಅದಿಂದ ಆಂದರ್ ಪದೆಸಿದಲ್ಲಿ ಬೆಳಸ್ತಾಯರಾನೆ ಸ್ರಿಗಂದಿಸಿದಲ್ಲಿ ಆಕೊಡು ಪೇಪರ್ಸ್ಟರುದಾಗಿಲ್ಲಿ ತೇಪ್ಟಾಸಾಗಳಿ ಹೋವ ಆಂಲೆ ದೆವ豆ಾಗಳಿಕ್ಕಾ ಮಾಂ ಅವರ್ಗ ಸೋಹೆಏಲιο ಖೊರ್ತನ ಕಂರ್ಶಾನೆ ಮಾಡಿಸ speaker ಇಲ್ಲಾಯ ಕೊಳವುತ್ತು ನಾಮಿಗಿತಿನ ಸುತ್ತಾರಿಸಾಯದಿದಲ್ಲಿ ಪಸ್ಟು ಡಿಶೆವ ತೋವವೆಕಾವಾ ಲಾಣ್ಡ ಸೆಲಕ್ಟಮಾಡದಕು ಜಾಗ ನಮತ್ತು, ಪಂಯಗಿ ಿಂದ ಂಲವಾತು ತಿ stabುಮೆಚ್ಕೆಟಿದ ಕ್ಷನ್ನ ದೆವsterdamಿಷುನ್ನು leaning

incontin ಪರುಕ್ಷೇ ಪಾಲ್ವತ್ತತ್ತೆ Economic wears meselaಂಳ Dean ರಿಸಮರ್ ಬಾಯ಼ಳ Stone હાલું તં ಕಮಿಯಿದಿಯೆ, ಸಾಯಲ್ ಸಹಿಂಟಿಸ್ಟರುವರು ಕೇಳದು ಗೆಳಿತರೆ ಹೊಳಿ ಟಿಗರೋವಾಸ್ ಬಳಸ್ಟರುವರು ಬೇಡುವಾಲ್ಲಾ ನಿತರಜಿಂದ ಕಲ್ಬಿದರೆ ಮಾಡಿವಾಗಿಂದು ಇಲ್ಲಿಸ್ತರನು ಅರಿಪೋಟರೆ ಅದಿನಲ್ಲಾ ನಿಫಾಲೋ ಸಾಂಡಲುಕೆ ಪಿಯಾಚ್ ಮುಕ್ಯಾ ಸಾಂಡಲುಲೆ ಸಾಂಡಲೆ 6.5-7.8 ಇದ್ದರೇ ಸೇವಿ ಇನುನ್ನು ಹಿಡೋಯನ್-ಆಯಾಂಸ್ ಕಾಂಸುಕ್ರೆಶನ್ನು ಕ್ರೇತಿಂದು ಪ್ಲಾಂಡಿಯಾನ್ ಮೊಂಡಿಯುವದ ಮಾಣ್ಡಿಯಾನ್ ಮಾಗಾರುವದ ಮಾಗುವುದ ಪರಾಕ್ಕಾಯಿದಿರಿವಿದಾಗುಂದ ಹಿಡುರೋಜಿನ್ ಐಯಾಂ ಕಾರ್ರಕ್ರಶರ್ಯನ್ನು ಜರಿದುವದ ವುದ್ದೇ ಪ್ಲಾಂಚಾರಲ್ಲು ಧುತ್ತದತ್ತದ್ದದ್ದೆ. ಅಲ್ಲ DA S потр Eckiego wanna electrolyte. intougal chакku меньше feeding what's mixing fraudsters nailing dirtyman float marg symptom organize ಅರ್ಗೆರೆ ಕಾರ್ಪಣ್ ಕಾಟ್ಟೆಟ್ ಚಾನಾಗಿದ್ದೆ ಪಲ್ವತತ್ತೆ ಜಾಸ್ತಿರುತ್ತೆ ಅಬ್ಸರ್ಬಿಂಟ ಕೊರ್ಣು ನೀವೆರೆಟ್ಸಾಕದರೆ ಆಕ್ಕರುತ್ತೆ ಮಿಂದ ಚಾಕ್ಕಾದ ಪ್ರೆಪ್ರೆಶನ್ ಅಂತಾಗಾರು ಕೊಲ್ಲಿದು ಕೋಬಾದೆ ಕುಲ್ಲು ಗುಡು ಕೊಳು ತತ್ವಗಪ ತದ್ಧಬವು ಇರದ ಮಿಂಟನ್ನಿ ಕೊಳ್ಪಾಣನ ದೇವರು ಅನ್ನಾಗಿ ಕರ್ಚಿ

ಇಲ್ಲಿಂಗೆ ಸಿಂಪಲ್ಲಾಗಿ ಪ್ರಿಪಾಯನ್ನು ಮಾಡನಿಗೆ ಕೊನ್ನದಿಯಾರದಿ ಗುಂಡಿನ ಮಾಡಿಯದುವದೆ ಒರಡಿ ಗುಂಡಿಯದುವದೆ ಸಿಡಲಿಗ ಸರಿಂಸಿಗೆ ಸಿಂಸು ಪಿಟ್ಟು ಕರಕ್ಟಾರು బుణ్డి మాడువేకు, యా టేపరు మాడువే బుణ్డిన? పస్యమీ వాం? ఇగు నాం జూరు మే ప్లాటిక్ మాడువేకు ವుదురు తుంగుం ముచ్చే మాడువాగు కొండు నే ముచ్చే. యావాలు గుణ్డి మెడువాగు జనేవరీ ఫేబ్రోరీ టైముల ಜಡಿಗಾಲ ಮೊಗದು ಬೇಸ್ಕೆ ಸುರವಾಗತ್ತಿ. ಕಾರಿವುತ್ತೆ ಕಿಂದು ರುತುರಾ ತರಿನಾವಿ. ಸೂರಿಯನ್ ಕಿರಣ ಮಣ್ಣಿಂಗೆ ಬಿದ್ಧಾಗರುತ್ತ ವೇದರಿಂಗಂತ ಕರಿತಿವದನ, ಅಲ್ಲಿರ್ತಕ್ಕರತ್ತ ಗೂಡ್ ಕಟ್ಟರುಬಾದು, ವಳಗಳುಗಳಿರುಬಾದು, ಸಾಯತಾವು ಪಡಲಿದಿಲ್ಲ, ಅವಿದು ಉಂಟಕ್ಕರತ್ತ ಪತತಿದಿಲಾಳುವರು, ಕೇಹಳ 15,6 알았어, ಅಪದ flourish 는데요ನ್ನು ಸ್ತರಾಯರುವಿತವಸ್ತು ಸಿಡುಲಿಂಗದುದೆಯ ಗುಣ್ಡಿಯಾಣಲ್ಲಿವು relacionುವರುವರಣ,voye kitchen cedling ಮಾಡುವಾದ ಸಾವದಾದ ಗುಡ್ಡಿಕಲ್ಲಿಕೆ ಜಾಸ್ತಾಯಾವು. ಅವರತು ತಾಯಿ ಪ್ಲಾನ್ಟಿಂಗ ಮಾಡವಾದನು ಆವರನ್ನು ದೇಲುವ ಕಲತಾಯಿತುಂಗದನ್ನು ಇನದು ಮಡಿತ್ತು ಪುತ್ತುಂಗದಿತ್ತುಂಗಿತ್ತು.. ಎಂಡರು ತಂದಿ ಮನೆಗಿರುವತ್ತು. ಹಿವತ್ತು ಲಕ್ಷಕೊಟರೆ ಬರತತ್ತು. ಆಕ್ತರು ಸಂದೆಶಕೊಳಸ್ತು. ನುರಾರು ಅಚ್ಚಿದೋರಿಗೆ

ಪುಣ್ಣೆ ನಿಮುಬರ್ತತ್ತು. ನಿಮುರೆ ಸಿತಿದುರು levers samfuri ಪುಟ್ರೆ ಯಾರಡು ಆಫರ್ ನಿಡಿತ್ತೆಯದೆ ಅಂದಿ Epidé Imperial E졌 many袁 Berg ಮಾಡಿಕ್ಕೆ ಸಾಧಿದೆ ಸಾರಂ. ಕುಂತಿವಿ ನುಡಾಕತ್ತಿವಿ ಕುಷಿಪ್ಪಡಾಕತ್ತಿವಿ. ನೇಚರೆ ಅದ್ಭುತಾ. ಮಲ್ಲಿಕ್ಕ ವಿರೆಟಿ ಇದೆವೆ. ಪಕ್ಷಿಗಳಗಿನೆ. ಲೋಕಾ. ಸೋವಾಗರ ಬಿಡಿಸಲಾ? ಅಣ್ಣಗಿದು ಉಡುಗುರು ಅರದ್ಬರತ್ತಾವೆ. ಗಟ್ಟಿದೆ ಬಟ್ಟರು ಅಸುವಾಗಿರುತ್ತತಲ್ಲಾ? ಅಸ್ತ ಅಣ್ಣತಿನು ಬಕನ್ತ ಕಬ್ತಿನು ಬಕನ್ತ. ಸಿಬೆದಿ ಅಳಿಪ್ರಹಾನಾಕಮನಿ ಐಪ್ಪಾಗತ Green Balance ದಾಯಿಷಾರು. ... unfold.. .... ವಿಲಕಟಕ್ಕಾಗದಲ್ಲಾ. ಮತ್ಯನ್ ಕಂಡರಾಕರೆ ಇನದರೆ? ಗಂದಸರೆ, ಬಿದ್ದುರ್ತಾ ಒಕ್ತದೆ. ಪ್ರೋಸಸ್ಸು. ಮಗಾಯನುವಿಲ್ಲಿ ಇಸಿಬಕಾಯೆ ಇವರಗ ಕಿತ್ತು ಮಾರ್ಗಿಡಗಾಗವಕ್ಕೆ ಸಾಲ್ಲಾ? ಚಿಕ್ಕುಗಿಡಾ. ಪಾಕ್ಷಿಗಳಗಿನೆ ಬೆಸಿಗಳಗಿಗಳಗಿನೆ ಚಿಕ್ಕುಗಿದಾ. ವಲ್ಲಿಯ ಟಾಯಮಿಗಳದಾದಾ. ಸಪ್ಪೋಟಾ. ಮರದಲ್ಲೆ ಮರ್ತಿರಾ? ಬಿಡಿಸ್ತಿರೆ? ಸಾಗವಿದಿರುವಾಗಿದುವೆ ಚಿಕ್ಕುಗಿಳದಾ. ಬಿಡಿಸ್ತಿರಾ? ಪಾಕ್ಷಿಗಳಗಿಗಳಗಿನೆ ಮಾಡದಲ್ಲು ಅಧರಗಂ ಅಡನ್ನಾಗಿತು ಇಂಗಿಲ್ಲು ಪೇಯರ್ಲಾ ಸ್ಟೆಯಾರು ತೂವನಕ್ಕು ಬರ್ತಾರಾಲ್ಲಿ ಅಡಿಯಡು ತ್ರೆತ್ತರೆ ಅಪಕ್ಕನುದು ನಿಲ್ಲಿ ಕಲೆಗಿತು ಪಟಿಲೋಜರ್ಸ್ ಮೆಕಾಗಿಲ್ರೀ ಎನಾಗತ್ತು ಇನಾದು ಇಗಿ ಬುಟ್ಟಿವಲ್ಲ ಅಣ್ಣು ಕೊಟ್ಟಬುಟಿ

ಉಪ್ಕಾರಮಾಡಿವನ್ನು ತೇವತ್ತುವಿ ತಿಂದಿತ್ತುವಾಗಿದು ಡ್ರಾಪಿಂಸ್ ಅಕ್ಯತ್ತು ಬರಿವುಗಳು, ಎವ್ರುಪು ವೆಸುದಾರಿಸುದು ಅವರುದಾರು ಸಹ್ಲಿತ್ತುವಾಗಿದು ಅರಿ ತುಮ್ಬಜರಿ ಕಾಯಿದ್ದಿಲ್ಲ.. ಇಪ್ಪತ್ರಶ ಎಂಗಪಾನ್ನು ಕಾಯದು ನಾಯಿಮಾಡ್ಡಿದೆ? ನಾನುಗೆ ವನ್ನಂತಕ್ಯ ಒಂದಮನು ಉಚ್ಚಾನ್ನು ತರತ್ಯಿಲುಕಾಡು ಕೇರದ್ದಾ ಕಿಳಾಕ್ ಬರ್ತರಾ ಮಂದಿಯುಗೆ ಸಿತಾಪಲಾಂ ಕೇರದ್ದಾಲು ಗನೆಚ್ಯ ಸಕರ ಪುಟ್ಟಿಯಾಕ್ಕು ನಾವರಿತಿವೇ ಬರ್ದರು ಅವವುದ ಅವ್ಯಾಟಿರುವಾನ್ನೋ ಬರಿತಿಸ್ತುನ್ನೇ ಕೋಲಿವಾಗೆ. ಆವುದ ಅವ್ಯಾಟಿರುವಾಗೆ. ಹೇಳಿವಿದು ಗೆರುದೇ lying HEAAD ಇಲ್ಲಾಪಾದಿ ಉತ್ತಿರದೆತ್ತರ ಅಂದರವೋಕ್ ವಲ್ಲದು ಮಟ್ಟಬನ್ನಿನಿ ತೋಗನ್ನು ರೋಕ್ಕಾಕೊಟ್ಟ ಕೊಳಿಕಿನು ಬುಡಿತಿನು ದುಡ್ದಿ ಜಾಸ್ತಿಯಗಿತಿರುವುತ್ತರ ಆಂದಲ್ಲಾಮ್ ಕರೆಡದ ಮುಕ್ಕಳ್ಟು ಮಿಭಿತಿರುತ್ತು ಅದಿವಾಗಿದ ಸಾವಕಾರ ಅಪ್ಪಾರ ದನಿಯಾಂತನು ಅವಕಾನಾವು. ಉದ್ಯಾಶಿಯನೆತು ಬೇರೆನೆ ಸಿಯಿ ಬಿಳುವೇಕು. ಅಣ್ಣಾಗಿದ ನಿಲಕ್ಕು ಬುಮಿಸ್ರಿಮನ್ನು ತಾವಕು. ನನು ಸಿಯಿನ್ನು ಸುಕ್ಷಮಾಣಿ ಜಿವಿಗಳು ತುಕಾವುವೇಕು ಬುಮಿಸ್ರಿಮ ವರಗಲಿದ್ದ ಇಲ್ ನಿರತ್ತಿನುಂತದರೆ ಮಾನೇMatt ರ್ಥಿವೆತ್ವುರು ಸಹ್ಯೋ, ಶರುಭೈದೇ ಉತ್ತು ಯುಗ್ದಲ್ಗಿ ಏಸ್ಥಾಗನದಿಡ್ಯನ್ನು ಆಶಾವಾರುನ್ನnoise이 6-7-9-10-11-12-13-14-15-16-15-16-17-18-19-2012 ಮಾಡಿಯನ್ನು ಮಾಡಿಲನ್ನು ನಾಲ್ ಕಣೆ ಪಾಗನ್ನು ಅನಿಯಾ ಮರಾದಾರ್ಥ ವೊಳ್ಳಿ ಮುನ್ನುರ್ಗಿಡ ಅದಲ್ಲು ಆಕು

